Type	Start	End	Strand	Name	Biotype	Description	LocusTag	seed_ortholog	Cog_category	Description_EGGNog	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene	2387952	2389580	+	glpA	protein_coding	anaerobic glycerol-3-phosphate dehydrogenase subunit A	SL1344_2253	90371.CY43_12245	C	BFD-like [2Fe-2S] binding domain	GO:0000166,GO:0003674,GO:0003824,GO:0004368,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006072,GO:0006091,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016901,GO:0019637,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046168,GO:0046434,GO:0048037,GO:0050660,GO:0050662,GO:0052646,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901363,GO:1901575	1.1.5.3	ko:K00111	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	iSDY_1059.SDY_2436	DAO,Fer2_BFD
gene	2389570	2390829	+	glpB	protein_coding	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	SL1344_2254	90371.CY43_12250	C	Conversion of glycerol 3-phosphate to dihydroxyacetone. Uses fumarate or nitrate as electron acceptor	GO:0000166,GO:0003674,GO:0003824,GO:0004368,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006072,GO:0006091,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009061,GO:0009987,GO:0010181,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016901,GO:0019637,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046168,GO:0046434,GO:0048037,GO:0050662,GO:0052646,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:0097367,GO:1901135,GO:1901136,GO:1901265,GO:1901363,GO:1901575	1.1.5.3	ko:K00112	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	iB21_1397.B21_02127,iEC042_1314.EC042_2485,iECBD_1354.ECBD_1418,iECB_1328.ECB_02168,iECD_1391.ECD_02168,iECUMN_1333.ECUMN_2582,iEcHS_1320.EcHS_A2383,iUMNK88_1353.UMNK88_2792	FAD_binding_2
gene	2390826	2392016	+	glpC	protein_coding	anaerobic glycerol-3-phosphate dehydrogenase subunit C	SL1344_2255	90371.CY43_12255	C	Cysteine-rich domain	GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0022900,GO:0043167,GO:0043169,GO:0044237,GO:0044464,GO:0045333,GO:0046872,GO:0048037,GO:0051536,GO:0051540,GO:0055114,GO:0071944	1.1.5.3	ko:K00113,ko:K11473	ko00564,ko00630,ko01100,ko01110,ko01120,ko01130,map00564,map00630,map01100,map01110,map01120,map01130	-	R00475,R00848	RC00029,RC00042	ko00000,ko00001,ko01000	-	-	-	CCG,Fer4_8
gene	2392511	2393464	+	sseL	protein_coding	Type III secretion system effector protein%2C deubiquitinase	SL1344_2256															
gene	2393756	2394559	-	-	protein_coding	hypothetical 2%2C4-dihydroxyhept-2-ene-1%2C7-dioic acid aldolase	SL1344_2258	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2394585	2395874	-	yfaV	protein_coding	hypothetical transport protein	SL1344_2259															
gene	2395930	2397147	-	yfaW	protein_coding	hypothetical MR-MLE-family protein	SL1344_2260															
gene	2397149	2397931	-	yfaX	protein_coding	hypothetical transcriptional regulator	SL1344_2261															
gene	2398181	2399377	-	-	protein_coding	conserved hypothetical protein	SL1344_2262	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2399492	2400058	-	yfaZ	protein_coding	conserved hypothetical protein	SL1344_2263	90371.CY43_12295	S	YfaZ precursor	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	YfaZ
gene	2400313	2400738	+	yfaO	protein_coding	conserved hypothetical protein	SL1344_2264															
gene	2400783	2401388	-	ais	protein_coding	hypothetical protein (protein induced by aluminum)	SL1344_2265	90371.CY43_12305	M	Catalyzes the dephosphorylation of heptose(II) of the outer membrane lipopolysaccharide core	-	-	-	-	-	-	-	-	-	-	-	His_Phos_1
gene	2401669	2402826	+	yfbE	protein_coding	hypothetical lipopolysaccharide biosynthesis protein	SL1344_2266															
gene	2402829	2403812	+	pmrF	protein_coding	hypothetical lipopolysaccharide modification protein	SL1344_2267															
gene	2403809	2405791	+	yfbG	protein_coding	hypothetical lipopolysaccharide modification protein	SL1344_2268															
gene	2405788	2406687	+	-	protein_coding	conserved hypothetical protein	SL1344_2269	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2406684	2408330	+	arnT	protein_coding	melittin resistance protein PqaB	SL1344_2270	90371.CY43_12330	I	Catalyzes the transfer of the L-Ara4N moiety of the glycolipid undecaprenyl phosphate-alpha-L-Ara4N to lipid A. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016763,GO:0033692,GO:0034637,GO:0034645,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0050896,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.4.2.43	ko:K07264	ko01503,map01503	M00721	R09773,R09774,R09781	RC00005	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	-	iEcHS_1320.EcHS_A2402	PMT
gene	2408405	2408662	+	-	protein_coding	hypothetical inner membrane protein	SL1344_2271	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2408662	2409039	+	-	protein_coding	hypothetical membrane protein	SL1344_2272	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2409034	2409291	-	pmrD	protein_coding	polymyxin B resistance protein	SL1344_2273	90371.CY43_12345	S	Polymyxin resistance protein PmrD	-	-	ko:K19238	ko01503,map01503	-	-	-	ko00000,ko00001	-	-	-	PmrD
gene	2409389	2410756	-	menE	protein_coding	O-succinylbenzoic acid-CoA ligase	SL1344_2274	90371.CY43_12350	H	Belongs to the ATP-dependent AMP-binding enzyme family. MenE subfamily	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006732,GO:0008150,GO:0008152,GO:0008756,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016043,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0022607,GO:0042180,GO:0042181,GO:0042802,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:1901576,GO:1901661,GO:1901663	6.2.1.26	ko:K00666,ko:K01911	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R04030	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	iECNA114_1301.ECNA114_2354,iECSF_1327.ECSF_2141,iEcE24377_1341.EcE24377A_2556,iEcHS_1320.EcHS_A2406,iLF82_1304.LF82_1314,iNRG857_1313.NRG857_11465	AMP-binding,AMP-binding_C
gene	2410753	2411715	-	menC	protein_coding	O-succinylbenzoate synthase	SL1344_2275	90371.CY43_12355	H	Converts 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate (SHCHC) to 2-succinylbenzoate (OSB)	GO:0003674,GO:0003824,GO:0006732,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	4.2.1.113	ko:K02549	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R04031	RC01053	ko00000,ko00001,ko00002,ko01000	-	-	iE2348C_1286.E2348C_2406,iSbBS512_1146.SbBS512_E2640	MR_MLE_C
gene	2411715	2412572	-	menB	protein_coding	naphthoate synthase	SL1344_2276	220341.16503532	H	Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4- dihydroxy-2-naphthoyl-CoA (DHNA-CoA)	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0008150,GO:0008152,GO:0008935,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016829,GO:0016830,GO:0016833,GO:0042180,GO:0042181,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071890,GO:1901576,GO:1901661,GO:1901663	4.1.3.36	ko:K01661	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R07263	RC01923	ko00000,ko00001,ko00002,ko01000	-	-	iYL1228.KPN_02660	ECH_1
gene	2412587	2413345	-	yfbB	protein_coding	conserved hypothetical protein	SL1344_2277															
gene	2413342	2415012	-	menD	protein_coding	menaquinone biosynthesis protein	SL1344_2278	90371.CY43_12370	H	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)	GO:0003674,GO:0003824,GO:0005488,GO:0006732,GO:0008150,GO:0008152,GO:0008683,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016740,GO:0016744,GO:0016829,GO:0016830,GO:0016831,GO:0016833,GO:0019842,GO:0030976,GO:0036094,GO:0042180,GO:0042181,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0070204,GO:0071704,GO:0097159,GO:1901363,GO:1901576,GO:1901661,GO:1901663,GO:1901681	2.2.1.9	ko:K02551	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R08165	RC02186	ko00000,ko00001,ko00002,ko01000	-	-	iSBO_1134.SBO_2301	TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N
gene	2415098	2416393	-	menF	protein_coding	isochorismate synthase	SL1344_2279	90371.CY43_12375	H	Catalyzes the conversion of chorismate to isochorismate	GO:0000162,GO:0000287,GO:0003674,GO:0003824,GO:0004049,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005950,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006732,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008909,GO:0009058,GO:0009072,GO:0009073,GO:0009108,GO:0009233,GO:0009234,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016833,GO:0016853,GO:0016866,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0042180,GO:0042181,GO:0042401,GO:0042430,GO:0042435,GO:0043167,GO:0043169,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0046872,GO:0050486,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901661,GO:1901663,GO:1902494	5.4.4.2	ko:K01851,ko:K02361,ko:K02552	ko00130,ko01053,ko01100,ko01110,ko01130,map00130,map01053,map01100,map01110,map01130	M00116	R01717	RC00588	ko00000,ko00001,ko00002,ko01000	-	-	iECABU_c1320.ECABU_c26010,iECIAI39_1322.ECIAI39_2413,iSF_1195.SF2344,iS_1188.S2478,ic_1306.c2809	Chorismate_bind
gene	2416494	2416805	-	elaB	protein_coding	conserved hypothetical protein	SL1344_2280	220341.16503536	S	Bacterial protein of unknown function (DUF883)	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033554,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0050896,GO:0051716,GO:0071944	-	ko:K05594	-	-	-	-	ko00000	-	-	-	DUF883
gene	2416854	2417315	-	elaA	protein_coding	conserved hypothetical protein	SL1344_2281	220341.16503537	S	Acetyltransferase (GNAT) domain	GO:0003674,GO:0003824,GO:0006464,GO:0006473,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564	-	ko:K02348	-	-	-	-	ko00000	-	-	-	Acetyltransf_10
gene	2417376	2418293	+	elaC	protein_coding	Ribonuclease Z	SL1344_2282															
gene	2418359	2419360	+	-	protein_coding	hypothetical receptor/regulator protein	SL1344_2283	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2419401	2421182	-	yfbK	protein_coding	lipoprotein	SL1344_2284	90371.CY43_12400	S	von willebrand factor, type A	-	-	ko:K07114	-	-	-	-	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	-	-	DUF3520,VWA,vWF_A
gene	2422070	2423527	-	nuoN	protein_coding	NADH dehydrogenase I chain N	SL1344_2285	90371.CY43_12410	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008137,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0050136,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1902600,GO:1990204	1.6.5.3	ko:K00343	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	iEC042_1314.EC042_2517,iSbBS512_1146.SbBS512_E2652	Proton_antipo_M
gene	2423534	2425063	-	nuoM	protein_coding	NADH dehydrogenase I chain M	SL1344_2286	90371.CY43_12415	C	Proton-conducting membrane transporter	GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0048038,GO:0048039,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1902600,GO:1990204	1.6.5.3	ko:K00342	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	iSDY_1059.SDY_2473	Proton_antipo_M
gene	2425377	2427218	-	nuoL	protein_coding	NADH dehydrogenase I chain L	SL1344_2287	90371.CY43_12420	CP	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015672,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0051179,GO:0051234,GO:0055085,GO:0070469,GO:0070470,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1902600,GO:1990204	1.6.5.3	ko:K00341	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	e_coli_core.b2278,iAF1260.b2278,iBWG_1329.BWG_2052,iECDH10B_1368.ECDH10B_2440,iECDH1ME8569_1439.ECDH1ME8569_2215,iEcDH1_1363.EcDH1_1379,iJN746.PP_4129,iJO1366.b2278,iJR904.b2278,iY75_1357.Y75_RS11945	Proton_antipo_M,Proton_antipo_N
gene	2427215	2427517	-	nuoK	protein_coding	NADH dehydrogenase I chain k	SL1344_2288	220341.16503543	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204	1.6.5.3	ko:K00340	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q2
gene	2427514	2428068	-	nuoJ	protein_coding	NADH dehydrogenase I chain J	SL1344_2289	220341.16503544	C	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204	1.6.5.3	ko:K00339	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	e_coli_core.b2280,iAF1260.b2280,iAPECO1_1312.APECO1_4285,iB21_1397.B21_02165,iBWG_1329.BWG_2054,iE2348C_1286.E2348C_2420,iEC042_1314.EC042_2521,iEC55989_1330.EC55989_2524,iECABU_c1320.ECABU_c26120,iECBD_1354.ECBD_1381,iECB_1328.ECB_02205,iECDH10B_1368.ECDH10B_2442,iECDH1ME8569_1439.ECDH1ME8569_2217,iECD_1391.ECD_02205,iECED1_1282.ECED1_2744,iECH74115_1262.ECH74115_3419,iECIAI1_1343.ECIAI1_2354,iECIAI39_1322.ECIAI39_2427,iECNA114_1301.ECNA114_2370,iECO103_1326.ECO103_2744,iECO111_1330.ECO111_3028,iECO26_1355.ECO26_3268,iECOK1_1307.ECOK1_2513,iECP_1309.ECP_2319,iECS88_1305.ECS88_2427,iECSE_1348.ECSE_2537,iECSF_1327.ECSF_2157,iECSP_1301.ECSP_3154,iECUMN_1333.ECUMN_2619,iECW_1372.ECW_m2468,iECs_1301.ECs3164,iEKO11_1354.EKO11_1487,iETEC_1333.ETEC_2415,iEcDH1_1363.EcDH1_1377,iEcE24377_1341.EcE24377A_2573,iEcHS_1320.EcHS_A2429,iEcSMS35_1347.EcSMS35_2434,iEcolC_1368.EcolC_1372,iJO1366.b2280,iJR904.b2280,iLF82_1304.LF82_1547,iNRG857_1313.NRG857_11545,iSBO_1134.SBO_2313,iSDY_1059.SDY_2476,iSFV_1184.SFV_2347,iSF_1195.SF2356,iSFxv_1172.SFxv_2600,iSSON_1240.SSON_2337,iS_1188.S2491,iSbBS512_1146.SbBS512_E2656,iUMN146_1321.UM146_05415,iUMNK88_1353.UMNK88_2830,iUTI89_1310.UTI89_C2560,iWFL_1372.ECW_m2468,iY75_1357.Y75_RS11955,iZ_1308.Z3539,ic_1306.c2821	Oxidored_q3
gene	2428079	2428621	-	nuoI	protein_coding	NADH dehydrogenase I chain I	SL1344_2290	220341.16503545	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0030964,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204	1.6.5.3	ko:K00338	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	e_coli_core.b2281,iAF1260.b2281,iAPECO1_1312.APECO1_4284,iB21_1397.B21_02166,iBWG_1329.BWG_2055,iE2348C_1286.E2348C_2421,iEC042_1314.EC042_2522,iEC55989_1330.EC55989_2525,iECABU_c1320.ECABU_c26130,iECBD_1354.ECBD_1380,iECB_1328.ECB_02206,iECDH10B_1368.ECDH10B_2443,iECDH1ME8569_1439.ECDH1ME8569_2218,iECD_1391.ECD_02206,iECED1_1282.ECED1_2745,iECH74115_1262.ECH74115_3420,iECIAI1_1343.ECIAI1_2355,iECIAI39_1322.ECIAI39_2428,iECNA114_1301.ECNA114_2371,iECO103_1326.ECO103_2745,iECO111_1330.ECO111_3029,iECO26_1355.ECO26_3269,iECOK1_1307.ECOK1_2514,iECP_1309.ECP_2320,iECS88_1305.ECS88_2428,iECSE_1348.ECSE_2538,iECSF_1327.ECSF_2158,iECSP_1301.ECSP_3155,iECUMN_1333.ECUMN_2620,iECW_1372.ECW_m2469,iECs_1301.ECs3165,iEKO11_1354.EKO11_1486,iETEC_1333.ETEC_2416,iEcDH1_1363.EcDH1_1376,iEcE24377_1341.EcE24377A_2574,iEcHS_1320.EcHS_A2430,iEcSMS35_1347.EcSMS35_2435,iEcolC_1368.EcolC_1371,iG2583_1286.G2583_2818,iJO1366.b2281,iJR904.b2281,iLF82_1304.LF82_1546,iNRG857_1313.NRG857_11550,iPC815.YPO2548,iSBO_1134.SBO_2314,iSFV_1184.SFV_2348,iSF_1195.SF2357,iSFxv_1172.SFxv_2601,iS_1188.S2492,iSbBS512_1146.SbBS512_E2657,iUMN146_1321.UM146_05410,iUMNK88_1353.UMNK88_2831,iUTI89_1310.UTI89_C2561,iWFL_1372.ECW_m2469,iY75_1357.Y75_RS11960,iZ_1308.Z3540,ic_1306.c2822	Fer4
gene	2428636	2429613	-	nuoH	protein_coding	NADH dehydrogenase I chain H	SL1344_2291	1197719.A464_2436	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204	1.6.5.3	ko:K00337	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	NADHdh
